window_index,y_now,k,horizon_s,attack_prob,progression_state,attck_phase,confidence
1648,0,4,40,0.0271,NORMAL,None,Low
1648,0,5,50,0.0269,NORMAL,None,Low
1648,0,6,60,0.0301,NORMAL,None,Low
1649,0,1,10,0.0205,NORMAL,None,Medium
1649,0,2,20,0.0256,NORMAL,None,Medium
1649,0,3,30,0.0299,NORMAL,None,Medium
1649,0,4,40,0.0284,NORMAL,None,Low
1649,0,5,50,0.0264,NORMAL,None,Low
1649,0,6,60,0.0275,NORMAL,None,Low
1770,0,1,10,0.014,NORMAL,None,Medium
1770,0,2,20,0.0217,NORMAL,None,Medium
1770,0,3,30,0.0256,NORMAL,None,Medium
1770,0,4,40,0.0261,NORMAL,None,Low
1770,0,5,50,0.0285,NORMAL,None,Low
1770,0,6,60,0.026,NORMAL,None,Low
1771,0,1,10,0.0154,NORMAL,None,Medium
1771,0,2,20,0.0228,NORMAL,None,Medium
1771,0,3,30,0.0271,NORMAL,None,Medium
1771,0,4,40,0.0255,NORMAL,None,Low
1771,0,5,50,0.0259,NORMAL,None,Low
1771,0,6,60,0.0271,NORMAL,None,Low
1772,0,1,10,0.0156,NORMAL,None,Medium
1772,0,2,20,0.0222,NORMAL,None,Medium
1772,0,3,30,0.0224,NORMAL,None,Medium
1772,0,4,40,0.0271,NORMAL,None,Low
1772,0,5,50,0.0278,NORMAL,None,Low
1772,0,6,60,0.0277,NORMAL,None,Low
1773,0,1,10,0.0171,NORMAL,None,Medium
1773,0,2,20,0.0218,NORMAL,None,Medium
1773,0,3,30,0.0246,NORMAL,None,Medium
1773,0,4,40,0.0292,NORMAL,None,Low
1773,0,5,50,0.0259,NORMAL,None,Low
1773,0,6,60,0.026,NORMAL,None,Low
1774,0,1,10,0.0202,NORMAL,None,Medium
1774,0,2,20,0.0249,NORMAL,None,Medium
1774,0,3,30,0.0281,NORMAL,None,Medium
1774,0,4,40,0.0279,NORMAL,None,Low
1774,0,5,50,0.027,NORMAL,None,Low
1774,0,6,60,0.0285,NORMAL,None,Low
1775,0,1,10,0.0227,NORMAL,None,Medium
1775,0,2,20,0.0258,NORMAL,None,Medium
1775,0,3,30,0.0253,NORMAL,None,Medium
1775,0,4,40,0.0274,NORMAL,None,Low
1775,0,5,50,0.0251,NORMAL,None,Low
1775,0,6,60,0.0268,NORMAL,None,Low
1776,0,1,10,0.0267,NORMAL,None,Medium
1776,0,2,20,0.0259,NORMAL,None,Medium
1776,0,3,30,0.0305,NORMAL,None,Medium
1776,0,4,40,0.0283,NORMAL,None,Low
1776,0,5,50,0.0272,NORMAL,None,Low
1776,0,6,60,0.0248,NORMAL,None,Low
1777,0,1,10,0.0295,NORMAL,None,Medium
1777,0,2,20,0.0283,NORMAL,None,Medium
1777,0,3,30,0.0262,NORMAL,None,Medium
1777,0,4,40,0.0255,NORMAL,None,Low
1777,0,5,50,0.025,NORMAL,None,Low
1777,0,6,60,0.0256,NORMAL,None,Low
1778,0,1,10,0.023,NORMAL,None,Medium
1778,0,2,20,0.026,NORMAL,None,Medium
1778,0,3,30,0.0262,NORMAL,None,Medium
1778,0,4,40,0.0299,NORMAL,None,Low
1778,0,5,50,0.0286,NORMAL,None,Low
1778,0,6,60,0.0279,NORMAL,None,Low
1779,0,1,10,0.02,NORMAL,None,Medium
1779,0,2,20,0.0227,NORMAL,None,Medium
1779,0,3,30,0.0253,NORMAL,None,Medium
1779,0,4,40,0.0244,NORMAL,None,Low
1779,0,5,50,0.0268,NORMAL,None,Low
1779,0,6,60,0.0285,NORMAL,None,Low
1780,0,1,10,0.0177,NORMAL,None,Medium
1780,0,2,20,0.025,NORMAL,None,Medium
1780,0,3,30,0.0229,NORMAL,None,Medium
1780,0,4,40,0.0242,NORMAL,None,Low
1780,0,5,50,0.0241,NORMAL,None,Low
1780,0,6,60,0.022,NORMAL,None,Low
1781,0,1,10,0.0185,NORMAL,None,Medium
1781,0,2,20,0.0237,NORMAL,None,Medium
1781,0,3,30,0.0267,NORMAL,None,Medium
1781,0,4,40,0.0278,NORMAL,None,Low
1781,0,5,50,0.0252,NORMAL,None,Low
1781,0,6,60,0.0288,NORMAL,None,Low
1782,0,1,10,0.018,NORMAL,None,Medium
1782,0,2,20,0.0226,NORMAL,None,Medium
1782,0,3,30,0.0231,NORMAL,None,Medium
1782,0,4,40,0.0237,NORMAL,None,Low
1782,0,5,50,0.0265,NORMAL,None,Low
1782,0,6,60,0.0262,NORMAL,None,Low
1783,0,1,10,0.0214,NORMAL,None,Medium
1783,0,2,20,0.023,NORMAL,None,Medium
1783,0,3,30,0.0269,NORMAL,None,Medium
1783,0,4,40,0.0247,NORMAL,None,Low
1783,0,5,50,0.0288,NORMAL,None,Low
1783,0,6,60,0.027,NORMAL,None,Low
1784,0,1,10,0.0176,NORMAL,None,Medium
1784,0,2,20,0.0239,NORMAL,None,Medium
1784,0,3,30,0.0256,NORMAL,None,Medium
1784,0,4,40,0.0258,NORMAL,None,Low
1784,0,5,50,0.0256,NORMAL,None,Low
1784,0,6,60,0.0248,NORMAL,None,Low
1785,0,1,10,0.0188,NORMAL,None,Medium
1785,0,2,20,0.0252,NORMAL,None,Medium
1785,0,3,30,0.0264,NORMAL,None,Medium
1785,0,4,40,0.0259,NORMAL,None,Low
1785,0,5,50,0.0266,NORMAL,None,Low
1785,0,6,60,0.0257,NORMAL,None,Low
1786,0,1,10,0.0175,NORMAL,None,Medium
1786,0,2,20,0.0236,NORMAL,None,Medium
1786,0,3,30,0.0239,NORMAL,None,Medium
1786,0,4,40,0.024,NORMAL,None,Low
1786,0,5,50,0.0258,NORMAL,None,Low
1786,0,6,60,0.0254,NORMAL,None,Low
1787,0,1,10,0.017,NORMAL,None,Medium
1787,0,2,20,0.0239,NORMAL,None,Medium
1787,0,3,30,0.025,NORMAL,None,Medium
1787,0,4,40,0.0233,NORMAL,None,Low
1787,0,5,50,0.025,NORMAL,None,Low
1787,0,6,60,0.0245,NORMAL,None,Low
1788,0,1,10,0.0176,NORMAL,None,Medium
1788,0,2,20,0.0232,NORMAL,None,Medium
1788,0,3,30,0.0254,NORMAL,None,Medium
1788,0,4,40,0.0262,NORMAL,None,Low
1788,0,5,50,0.0256,NORMAL,None,Low
1788,0,6,60,0.0267,NORMAL,None,Low
1789,0,1,10,0.0178,NORMAL,None,Medium
1789,0,2,20,0.0235,NORMAL,None,Medium
1789,0,3,30,0.024,NORMAL,None,Medium
1789,0,4,40,0.028,NORMAL,None,Low
1789,0,5,50,0.0243,NORMAL,None,Low
1789,0,6,60,0.0236,NORMAL,None,Low
1790,0,1,10,0.0175,NORMAL,None,Medium
1790,0,2,20,0.0223,NORMAL,None,Medium
1790,0,3,30,0.0223,NORMAL,None,Medium
1790,0,4,40,0.0232,NORMAL,None,Low
1790,0,5,50,0.0261,NORMAL,None,Low
1790,0,6,60,0.0288,NORMAL,None,Low
1791,0,1,10,0.0203,NORMAL,None,Medium
1791,0,2,20,0.0231,NORMAL,None,Medium
1791,0,3,30,0.026,NORMAL,None,Medium
1791,0,4,40,0.0271,NORMAL,None,Low
1791,0,5,50,0.0288,NORMAL,None,Low
1791,0,6,60,0.0266,NORMAL,None,Low
1792,0,1,10,0.0204,NORMAL,None,Medium
1792,0,2,20,0.0235,NORMAL,None,Medium
1792,0,3,30,0.0264,NORMAL,None,Medium
1792,0,4,40,0.0241,NORMAL,None,Low
1792,0,5,50,0.0225,NORMAL,None,Low
1792,0,6,60,0.026,NORMAL,None,Low
1793,0,1,10,0.0188,NORMAL,None,Medium
1793,0,2,20,0.0238,NORMAL,None,Medium
1793,0,3,30,0.0248,NORMAL,None,Medium
1793,0,4,40,0.0257,NORMAL,None,Low
1793,0,5,50,0.0264,NORMAL,None,Low
1793,0,6,60,0.0239,NORMAL,None,Low
1794,0,1,10,0.0243,NORMAL,None,Medium
1794,0,2,20,0.0245,NORMAL,None,Medium
1794,0,3,30,0.0259,NORMAL,None,Medium
1794,0,4,40,0.026,NORMAL,None,Low
1794,0,5,50,0.0239,NORMAL,None,Low
1794,0,6,60,0.026,NORMAL,None,Low
1795,0,1,10,0.019,NORMAL,None,Medium
1795,0,2,20,0.0225,NORMAL,None,Medium
1795,0,3,30,0.0247,NORMAL,None,Medium
1795,0,4,40,0.0244,NORMAL,None,Low
1795,0,5,50,0.0237,NORMAL,None,Low
1795,0,6,60,0.0278,NORMAL,None,Low
1796,0,1,10,0.0146,NORMAL,None,Medium
1796,0,2,20,0.0223,NORMAL,None,Medium
1796,0,3,30,0.0229,NORMAL,None,Medium
1796,0,4,40,0.0221,NORMAL,None,Low
1796,0,5,50,0.0234,NORMAL,None,Low
1796,0,6,60,0.0264,NORMAL,None,Low
1797,0,1,10,0.0164,NORMAL,None,Medium
1797,0,2,20,0.023,NORMAL,None,Medium
1797,0,3,30,0.0253,NORMAL,None,Medium
1797,0,4,40,0.0235,NORMAL,None,Low
1797,0,5,50,0.0253,NORMAL,None,Low
1797,0,6,60,0.0248,NORMAL,None,Low
1798,0,1,10,0.014,NORMAL,None,Medium
1798,0,2,20,0.0214,NORMAL,None,Medium
1798,0,3,30,0.0238,NORMAL,None,Medium
1798,0,4,40,0.0227,NORMAL,None,Low
1798,0,5,50,0.0249,NORMAL,None,Low
1798,0,6,60,0.024,NORMAL,None,Low
1799,0,1,10,0.0136,NORMAL,None,Medium
1799,0,2,20,0.0202,NORMAL,None,Medium
1799,0,3,30,0.022,NORMAL,None,Medium
1799,0,4,40,0.0238,NORMAL,None,Low
1799,0,5,50,0.0247,NORMAL,None,Low
1799,0,6,60,0.0249,NORMAL,None,Low
1920,0,1,10,0.0143,NORMAL,None,Medium
1920,0,2,20,0.0194,NORMAL,None,Medium
1920,0,3,30,0.0242,NORMAL,None,Medium
1920,0,4,40,0.025,NORMAL,None,Low
1920,0,5,50,0.0256,NORMAL,None,Low
1920,0,6,60,0.024,NORMAL,None,Low
1921,0,1,10,0.0173,NORMAL,None,Medium
1921,0,2,20,0.0217,NORMAL,None,Medium
1921,0,3,30,0.023,NORMAL,None,Medium
1921,0,4,40,0.0258,NORMAL,None,Low
1921,0,5,50,0.0257,NORMAL,None,Low
1921,0,6,60,0.0233,NORMAL,None,Low
1922,0,1,10,0.0164,NORMAL,None,Medium
1922,0,2,20,0.0224,NORMAL,None,Medium
1922,0,3,30,0.0262,NORMAL,None,Medium
1922,0,4,40,0.0271,NORMAL,None,Low
1922,0,5,50,0.0229,NORMAL,None,Low
1922,0,6,60,0.0281,NORMAL,None,Low
1923,0,1,10,0.017,NORMAL,None,Medium
1923,0,2,20,0.0235,NORMAL,None,Medium
1923,0,3,30,0.0256,NORMAL,None,Medium
1923,0,4,40,0.0269,NORMAL,None,Low
1923,0,5,50,0.026,NORMAL,None,Low
1923,0,6,60,0.0264,NORMAL,None,Low
1924,0,1,10,0.0245,NORMAL,None,Medium
1924,0,2,20,0.0275,NORMAL,None,Medium
1924,0,3,30,0.026,NORMAL,None,Medium
1924,0,4,40,0.0251,NORMAL,None,Low
1924,0,5,50,0.0259,NORMAL,None,Low
1924,0,6,60,0.0258,NORMAL,None,Low
1925,0,1,10,0.0381,NORMAL,None,Medium
1925,0,2,20,0.0341,NORMAL,None,Medium
1925,0,3,30,0.0331,NORMAL,None,Medium
1925,0,4,40,0.032,NORMAL,None,Low
1925,0,5,50,0.0265,NORMAL,None,Low
1925,0,6,60,0.0257,NORMAL,None,Low
1926,0,1,10,0.0226,NORMAL,None,Medium
1926,0,2,20,0.0256,NORMAL,None,Medium
1926,0,3,30,0.0271,NORMAL,None,Medium
1926,0,4,40,0.0261,NORMAL,None,Low
1926,0,5,50,0.026,NORMAL,None,Low
1926,0,6,60,0.0255,NORMAL,None,Low
1927,0,1,10,0.0226,NORMAL,None,Medium
1927,0,2,20,0.0252,NORMAL,None,Medium
1927,0,3,30,0.0259,NORMAL,None,Medium
1927,0,4,40,0.0288,NORMAL,None,Low
1927,0,5,50,0.0283,NORMAL,None,Low
1927,0,6,60,0.0291,NORMAL,None,Low
1928,0,1,10,0.0252,NORMAL,None,Medium
1928,0,2,20,0.0291,NORMAL,None,Medium
1928,0,3,30,0.0276,NORMAL,None,Medium
1928,0,4,40,0.0273,NORMAL,None,Low
1928,0,5,50,0.0275,NORMAL,None,Low
1928,0,6,60,0.0257,NORMAL,None,Low
1929,0,1,10,0.0203,NORMAL,None,Medium
1929,0,2,20,0.0271,NORMAL,None,Medium
1929,0,3,30,0.0263,NORMAL,None,Medium
1929,0,4,40,0.0247,NORMAL,None,Low
1929,0,5,50,0.0252,NORMAL,None,Low
1929,0,6,60,0.0262,NORMAL,None,Low
1930,0,1,10,0.0216,NORMAL,None,Medium
1930,0,2,20,0.0259,NORMAL,None,Medium
1930,0,3,30,0.025,NORMAL,None,Medium
1930,0,4,40,0.0251,NORMAL,None,Low
1930,0,5,50,0.0251,NORMAL,None,Low
1930,0,6,60,0.0245,NORMAL,None,Low
1931,0,1,10,0.0217,NORMAL,None,Medium
1931,0,2,20,0.023,NORMAL,None,Medium
1931,0,3,30,0.0257,NORMAL,None,Medium
1931,0,4,40,0.0274,NORMAL,None,Low
1931,0,5,50,0.0279,NORMAL,None,Low
1931,0,6,60,0.0274,NORMAL,None,Low
1932,0,1,10,0.0165,NORMAL,None,Medium
1932,0,2,20,0.0223,NORMAL,None,Medium
1932,0,3,30,0.0244,NORMAL,None,Medium
1932,0,4,40,0.0245,NORMAL,None,Low
1932,0,5,50,0.0248,NORMAL,None,Low
1932,0,6,60,0.0263,NORMAL,None,Low
1933,0,1,10,0.0239,NORMAL,None,Medium
1933,0,2,20,0.0282,NORMAL,None,Medium
1933,0,3,30,0.0288,NORMAL,None,Medium
1933,0,4,40,0.0266,NORMAL,None,Low
1933,0,5,50,0.0247,NORMAL,None,Low
1933,0,6,60,0.0271,NORMAL,None,Low
1934,0,1,10,0.0195,NORMAL,None,Medium
1934,0,2,20,0.0246,NORMAL,None,Medium
1934,0,3,30,0.0252,NORMAL,None,Medium
1934,0,4,40,0.0254,NORMAL,None,Low
1934,0,5,50,0.0276,NORMAL,None,Low
1934,0,6,60,0.0248,NORMAL,None,Low
1935,0,1,10,0.0255,NORMAL,None,Medium
1935,0,2,20,0.0272,NORMAL,None,Medium
1935,0,3,30,0.0277,NORMAL,None,Medium
1935,0,4,40,0.0276,NORMAL,None,Low
1935,0,5,50,0.0291,NORMAL,None,Low
1935,0,6,60,0.0287,NORMAL,None,Low
1936,0,1,10,0.0212,NORMAL,None,Medium
1936,0,2,20,0.0238,NORMAL,None,Medium
1936,0,3,30,0.0245,NORMAL,None,Medium
1936,0,4,40,0.0246,NORMAL,None,Low
1936,0,5,50,0.0233,NORMAL,None,Low
1936,0,6,60,0.0237,NORMAL,None,Low
1937,0,1,10,0.0152,NORMAL,None,Medium
1937,0,2,20,0.0227,NORMAL,None,Medium
1937,0,3,30,0.0244,NORMAL,None,Medium
1937,0,4,40,0.0232,NORMAL,None,Low
1937,0,5,50,0.023,NORMAL,None,Low
1937,0,6,60,0.0242,NORMAL,None,Low
1938,0,1,10,0.0168,NORMAL,None,Medium
1938,0,2,20,0.0219,NORMAL,None,Medium
1938,0,3,30,0.0251,NORMAL,None,Medium
1938,0,4,40,0.0249,NORMAL,None,Low
1938,0,5,50,0.0259,NORMAL,None,Low
1938,0,6,60,0.0251,NORMAL,None,Low
1939,0,1,10,0.0177,NORMAL,None,Medium
1939,0,2,20,0.0226,NORMAL,None,Medium
1939,0,3,30,0.0229,NORMAL,None,Medium
1939,0,4,40,0.0246,NORMAL,None,Low
1939,0,5,50,0.0242,NORMAL,None,Low
1939,0,6,60,0.0222,NORMAL,None,Low
1940,0,1,10,0.0175,NORMAL,None,Medium
1940,0,2,20,0.023,NORMAL,None,Medium
1940,0,3,30,0.0248,NORMAL,None,Medium
1940,0,4,40,0.0223,NORMAL,None,Low
1940,0,5,50,0.0236,NORMAL,None,Low
1940,0,6,60,0.028,NORMAL,None,Low
1941,0,1,10,0.0188,NORMAL,None,Medium
1941,0,2,20,0.0229,NORMAL,None,Medium
1941,0,3,30,0.022,NORMAL,None,Medium
1941,0,4,40,0.0223,NORMAL,None,Low
1941,0,5,50,0.0254,NORMAL,None,Low
1941,0,6,60,0.0249,NORMAL,None,Low
1942,0,1,10,0.0164,NORMAL,None,Medium
1942,0,2,20,0.0205,NORMAL,None,Medium
1942,0,3,30,0.0243,NORMAL,None,Medium
1942,0,4,40,0.0261,NORMAL,None,Low
1942,0,5,50,0.0268,NORMAL,None,Low
1942,0,6,60,0.0241,NORMAL,None,Low
1943,0,1,10,0.0163,NORMAL,None,Medium
1943,0,2,20,0.023,NORMAL,None,Medium
1943,0,3,30,0.0231,NORMAL,None,Medium
1943,0,4,40,0.026,NORMAL,None,Low
1943,0,5,50,0.0243,NORMAL,None,Low
1943,0,6,60,0.0276,NORMAL,None,Low
1944,0,1,10,0.0149,NORMAL,None,Medium
1944,0,2,20,0.0219,NORMAL,None,Medium
1944,0,3,30,0.0241,NORMAL,None,Medium
1944,0,4,40,0.0269,NORMAL,None,Low
1944,0,5,50,0.026,NORMAL,None,Low
1944,0,6,60,0.0259,NORMAL,None,Low
1945,0,1,10,0.0143,NORMAL,None,Medium
1945,0,2,20,0.0217,NORMAL,None,Medium
1945,0,3,30,0.0238,NORMAL,None,Medium
1945,0,4,40,0.0259,NORMAL,None,Low
1945,0,5,50,0.0257,NORMAL,None,Low
1945,0,6,60,0.0259,NORMAL,None,Low
1946,0,1,10,0.0144,NORMAL,None,Medium
1946,0,2,20,0.0228,NORMAL,None,Medium
1946,0,3,30,0.0254,NORMAL,None,Medium
1946,0,4,40,0.0267,NORMAL,None,Low
1946,0,5,50,0.0263,NORMAL,None,Low
1946,0,6,60,0.0256,NORMAL,None,Low
1947,0,1,10,0.0188,NORMAL,None,Medium
1947,0,2,20,0.0231,NORMAL,None,Medium
1947,0,3,30,0.0273,NORMAL,None,Medium
1947,0,4,40,0.0253,NORMAL,None,Low
1947,0,5,50,0.0277,NORMAL,None,Low
1947,0,6,60,0.0258,NORMAL,None,Low
1948,0,1,10,0.0172,NORMAL,None,Medium
1948,0,2,20,0.0227,NORMAL,None,Medium
1948,0,3,30,0.0233,NORMAL,None,Medium
1948,0,4,40,0.0214,NORMAL,None,Low
1948,0,5,50,0.0245,NORMAL,None,Low
1948,0,6,60,0.0252,NORMAL,None,Low
1949,0,1,10,0.0147,NORMAL,None,Medium
1949,0,2,20,0.0202,NORMAL,None,Medium
1949,0,3,30,0.0241,NORMAL,None,Medium
1949,0,4,40,0.0244,NORMAL,None,Low
1949,0,5,50,0.0265,NORMAL,None,Low
1949,0,6,60,0.026,NORMAL,None,Low
2070,0,1,10,0.023,NORMAL,None,Medium
2070,0,2,20,0.028,NORMAL,None,Medium
2070,0,3,30,0.0284,NORMAL,None,Medium
2070,0,4,40,0.0295,NORMAL,None,Low
2070,0,5,50,0.0278,NORMAL,None,Low
2070,0,6,60,0.0282,NORMAL,None,Low
2071,0,1,10,0.0201,NORMAL,None,Medium
2071,0,2,20,0.0268,NORMAL,None,Medium
2071,0,3,30,0.0259,NORMAL,None,Medium
2071,0,4,40,0.0253,NORMAL,None,Low
2071,0,5,50,0.0267,NORMAL,None,Low
2071,0,6,60,0.0255,NORMAL,None,Low
2072,0,1,10,0.0251,NORMAL,None,Medium
2072,0,2,20,0.0298,NORMAL,None,Medium
2072,0,3,30,0.0287,NORMAL,None,Medium
2072,0,4,40,0.029,NORMAL,None,Low
2072,0,5,50,0.0256,NORMAL,None,Low
2072,0,6,60,0.0251,NORMAL,None,Low
2073,0,1,10,0.0198,NORMAL,None,Medium
2073,0,2,20,0.0229,NORMAL,None,Medium
2073,0,3,30,0.023,NORMAL,None,Medium
2073,0,4,40,0.0264,NORMAL,None,Low
2073,0,5,50,0.0291,NORMAL,None,Low
2073,0,6,60,0.0267,NORMAL,None,Low
2074,0,1,10,0.0192,NORMAL,None,Medium
2074,0,2,20,0.025,NORMAL,None,Medium
2074,0,3,30,0.0262,NORMAL,None,Medium
2074,0,4,40,0.0266,NORMAL,None,Low
2074,0,5,50,0.0269,NORMAL,None,Low
2074,0,6,60,0.0272,NORMAL,None,Low
2075,0,1,10,0.0211,NORMAL,None,Medium
2075,0,2,20,0.0232,NORMAL,None,Medium
2075,0,3,30,0.0256,NORMAL,None,Medium
2075,0,4,40,0.0251,NORMAL,None,Low
2075,0,5,50,0.0272,NORMAL,None,Low
2075,0,6,60,0.0254,NORMAL,None,Low
2076,0,1,10,0.0196,NORMAL,None,Medium
2076,0,2,20,0.0242,NORMAL,None,Medium
2076,0,3,30,0.0254,NORMAL,None,Medium
2076,0,4,40,0.0279,NORMAL,None,Low
2076,0,5,50,0.0292,NORMAL,None,Low
2076,0,6,60,0.0284,NORMAL,None,Low
2077,0,1,10,0.0181,NORMAL,None,Medium
2077,0,2,20,0.0249,NORMAL,None,Medium
2077,0,3,30,0.0239,NORMAL,None,Medium
2077,0,4,40,0.0256,NORMAL,None,Low
2077,0,5,50,0.0263,NORMAL,None,Low
2077,0,6,60,0.027,NORMAL,None,Low
2078,0,1,10,0.0152,NORMAL,None,Medium
2078,0,2,20,0.0224,NORMAL,None,Medium
2078,0,3,30,0.0226,NORMAL,None,Medium
2078,0,4,40,0.0254,NORMAL,None,Low
2078,0,5,50,0.0245,NORMAL,None,Low
2078,0,6,60,0.0267,NORMAL,None,Low
2079,0,1,10,0.0167,NORMAL,None,Medium
2079,0,2,20,0.0235,NORMAL,None,Medium
2079,0,3,30,0.0239,NORMAL,None,Medium
2079,0,4,40,0.0236,NORMAL,None,Low
2079,0,5,50,0.0246,NORMAL,None,Low
2079,0,6,60,0.0242,NORMAL,None,Low
2080,0,1,10,0.0152,NORMAL,None,Medium
2080,0,2,20,0.0217,NORMAL,None,Medium
2080,0,3,30,0.0259,NORMAL,None,Medium
2080,0,4,40,0.0258,NORMAL,None,Low
2080,0,5,50,0.0254,NORMAL,None,Low
2080,0,6,60,0.0282,NORMAL,None,Low
2081,0,1,10,0.0145,NORMAL,None,Medium
2081,0,2,20,0.0237,NORMAL,None,Medium
2081,0,3,30,0.0218,NORMAL,None,Medium
2081,0,4,40,0.0259,NORMAL,None,Low
2081,0,5,50,0.0244,NORMAL,None,Low
2081,0,6,60,0.0244,NORMAL,None,Low
2082,0,1,10,0.0177,NORMAL,None,Medium
2082,0,2,20,0.0239,NORMAL,None,Medium
2082,0,3,30,0.026,NORMAL,None,Medium
2082,0,4,40,0.0265,NORMAL,None,Low
2082,0,5,50,0.0287,NORMAL,None,Low
2082,0,6,60,0.0268,NORMAL,None,Low
2083,0,1,10,0.0178,NORMAL,None,Medium
2083,0,2,20,0.0243,NORMAL,None,Medium
2083,0,3,30,0.0251,NORMAL,None,Medium
2083,0,4,40,0.0254,NORMAL,None,Low
2083,0,5,50,0.0252,NORMAL,None,Low
2083,0,6,60,0.0284,NORMAL,None,Low
2084,0,1,10,0.0161,NORMAL,None,Medium
2084,0,2,20,0.0204,NORMAL,None,Medium
2084,0,3,30,0.0256,NORMAL,None,Medium
2084,0,4,40,0.0253,NORMAL,None,Low
2084,0,5,50,0.0247,NORMAL,None,Low
2084,0,6,60,0.0262,NORMAL,None,Low
2085,0,1,10,0.0162,NORMAL,None,Medium
2085,0,2,20,0.0232,NORMAL,None,Medium
2085,0,3,30,0.0259,NORMAL,None,Medium
2085,0,4,40,0.0241,NORMAL,None,Low
2085,0,5,50,0.0262,NORMAL,None,Low
2085,0,6,60,0.0261,NORMAL,None,Low
2086,0,1,10,0.015,NORMAL,None,Medium
2086,0,2,20,0.0227,NORMAL,None,Medium
2086,0,3,30,0.0239,NORMAL,None,Medium
2086,0,4,40,0.0247,NORMAL,None,Low
2086,0,5,50,0.0268,NORMAL,None,Low
2086,0,6,60,0.0254,NORMAL,None,Low
2087,0,1,10,0.0157,NORMAL,None,Medium
2087,0,2,20,0.0211,NORMAL,None,Medium
2087,0,3,30,0.0236,NORMAL,None,Medium
2087,0,4,40,0.025,NORMAL,None,Low
2087,0,5,50,0.0239,NORMAL,None,Low
2087,0,6,60,0.0239,NORMAL,None,Low
2088,0,1,10,0.0147,NORMAL,None,Medium
2088,0,2,20,0.0248,NORMAL,None,Medium
2088,0,3,30,0.0243,NORMAL,None,Medium
2088,0,4,40,0.0248,NORMAL,None,Low
2088,0,5,50,0.0269,NORMAL,None,Low
2088,0,6,60,0.0253,NORMAL,None,Low
2089,0,1,10,0.0164,NORMAL,None,Medium
2089,0,2,20,0.0217,NORMAL,None,Medium
2089,0,3,30,0.022,NORMAL,None,Medium
2089,0,4,40,0.0221,NORMAL,None,Low
2089,0,5,50,0.0239,NORMAL,None,Low
2089,0,6,60,0.0247,NORMAL,None,Low
2090,0,1,10,0.0199,NORMAL,None,Medium
2090,0,2,20,0.0239,NORMAL,None,Medium
2090,0,3,30,0.0229,NORMAL,None,Medium
2090,0,4,40,0.0267,NORMAL,None,Low
2090,0,5,50,0.0254,NORMAL,None,Low
2090,0,6,60,0.0278,NORMAL,None,Low
2091,0,1,10,0.0173,NORMAL,None,Medium
2091,0,2,20,0.0214,NORMAL,None,Medium
2091,0,3,30,0.0248,NORMAL,None,Medium
2091,0,4,40,0.0257,NORMAL,None,Low
2091,0,5,50,0.0274,NORMAL,None,Low
2091,0,6,60,0.0261,NORMAL,None,Low
2092,0,1,10,0.0175,NORMAL,None,Medium
2092,0,2,20,0.022,NORMAL,None,Medium
2092,0,3,30,0.0249,NORMAL,None,Medium
2092,0,4,40,0.0262,NORMAL,None,Low
2092,0,5,50,0.0254,NORMAL,None,Low
2092,0,6,60,0.0293,NORMAL,None,Low
2093,0,1,10,0.0192,NORMAL,None,Medium
2093,0,2,20,0.0217,NORMAL,None,Medium
2093,0,3,30,0.0238,NORMAL,None,Medium
2093,0,4,40,0.0244,NORMAL,None,Low
2093,0,5,50,0.0271,NORMAL,None,Low
2093,0,6,60,0.0262,NORMAL,None,Low
2094,0,1,10,0.0157,NORMAL,None,Medium
2094,0,2,20,0.0211,NORMAL,None,Medium
2094,0,3,30,0.022,NORMAL,None,Medium
2094,0,4,40,0.023,NORMAL,None,Low
2094,0,5,50,0.0255,NORMAL,None,Low
2094,0,6,60,0.0253,NORMAL,None,Low
2095,0,1,10,0.0193,NORMAL,None,Medium
2095,0,2,20,0.0231,NORMAL,None,Medium
2095,0,3,30,0.0246,NORMAL,None,Medium
2095,0,4,40,0.0255,NORMAL,None,Low
2095,0,5,50,0.0261,NORMAL,None,Low
2095,0,6,60,0.0278,NORMAL,None,Low
2096,0,1,10,0.0239,NORMAL,None,Medium
2096,0,2,20,0.0269,NORMAL,None,Medium
2096,0,3,30,0.0236,NORMAL,None,Medium
2096,0,4,40,0.0245,NORMAL,None,Low
2096,0,5,50,0.0255,NORMAL,None,Low
2096,0,6,60,0.0275,NORMAL,None,Low
2097,0,1,10,0.0205,NORMAL,None,Medium
2097,0,2,20,0.0246,NORMAL,None,Medium
2097,0,3,30,0.0264,NORMAL,None,Medium
2097,0,4,40,0.0283,NORMAL,None,Low
2097,0,5,50,0.0253,NORMAL,None,Low
2097,0,6,60,0.025,NORMAL,None,Low
2098,0,1,10,0.0234,NORMAL,None,Medium
2098,0,2,20,0.0251,NORMAL,None,Medium
2098,0,3,30,0.0254,NORMAL,None,Medium
2098,0,4,40,0.0259,NORMAL,None,Low
2098,0,5,50,0.0268,NORMAL,None,Low
2098,0,6,60,0.0267,NORMAL,None,Low
2099,0,1,10,0.0266,NORMAL,None,Medium
2099,0,2,20,0.028,NORMAL,None,Medium
2099,0,3,30,0.0258,NORMAL,None,Medium
2099,0,4,40,0.0273,NORMAL,None,Low
2099,0,5,50,0.0246,NORMAL,None,Low
2099,0,6,60,0.0254,NORMAL,None,Low
2220,0,1,10,0.0308,NORMAL,None,Medium
